timestamp,line_id,machine_id,product_id,cycle_time,temperature,pressure,production_time,defect,defect_type,energy_consuption
2026-09-1,01,M01,P0,60.5,77.4,3.2,60.5,False,,12.1
2026-09-1,01,M01,P1,62.3,86.3,,62.3,False,,18.1
2026-09-1,01,M01,P2,40.0,76.4,3.6,40.0,False,,23.9
2026-09-1,01,M01,P3,68.2,88.4,,68.2,False,,22.1
2026-09-1,01,M01,P4,65.8,73.7,5.7,65.8,False,,19.7
2026-09-1,01,M01,P5,56.2,72.8,,56.2,False,,11.3
2026-09-1,01,M01,P6,56.0,89.0,,56.0,False,,14.6
2026-09-1,01,M01,P7,57.0,83.0,5.4,57.0,False,,12.3
2026-09-1,01,M01,P8,50.5,76.6,3.1,50.5,False,,14.1
2026-09-1,01,M01,P9,68.7,84.7,4.1,68.7,True,WELDING,22.5
2026-09-1,01,M01,P10,58.5,76.2,3.7,58.5,False,,23.2
2026-09-1,01,M01,P11,43.7,87.8,,43.7,False,,12.2
2026-09-1,01,M01,P12,58.0,73.4,,58.0,False,,23.3
2026-09-1,01,M01,P13,41.4,76.3,3.8,41.4,True,LOOSE,13.3
2026-09-1,01,M01,P14,45.1,79.4,5.5,45.1,True,PRESSURE,16.9
2026-09-1,01,M01,P15,49.3,77.7,2.9,49.3,False,,12.8
2026-09-1,01,M01,P16,65.0,84.7,3.7,65.0,False,,26.5
2026-09-1,01,M01,P17,63.1,89.9,6.0,63.1,False,,26.0
2026-09-1,01,M01,P18,54.9,75.5,4.8,54.9,False,,27.6
2026-09-1,01,M01,P19,57.7,84.8,3.4,57.7,False,,29.2
2026-09-1,01,M01,P20,48.4,88.8,2.8,48.4,False,,11.4
2026-09-1,01,M01,P21,59.6,82.4,2.3,59.6,False,,21.8
2026-09-1,01,M01,P22,61.4,78.3,2.4,61.4,False,,20.2
2026-09-1,01,M01,P23,57.0,82.0,2.4,57.0,False,,20.6
2026-09-1,01,M01,P24,40.2,79.9,3.0,40.2,False,,26.7
2026-09-1,01,M01,P25,49.1,77.5,3.9,49.1,False,,26.9
2026-09-1,01,M01,P26,65.9,80.5,4.4,65.9,False,,17.2
2026-09-1,01,M01,P27,61.4,85.0,4.3,61.4,False,,18.6
2026-09-1,01,M01,P28,64.1,88.0,3.3,64.1,False,,17.2
2026-09-1,01,M01,P29,64.1,83.3,,64.1,False,,25.8
2026-09-1,01,M01,P30,52.8,82.7,3.6,52.8,False,,12.8
2026-09-1,01,M01,P31,40.0,70.0,2.1,40.0,False,,19.2
2026-09-1,01,M01,P32,42.2,70.1,4.7,42.2,False,,27.1
2026-09-1,01,M01,P33,54.3,73.8,2.3,54.3,False,,24.5
2026-09-1,01,M01,P34,42.8,82.6,4.3,42.8,False,,12.1
2026-09-1,01,M01,P35,61.7,70.6,3.3,61.7,False,,18.6
2026-09-1,01,M01,P36,62.6,79.8,3.3,62.6,False,,10.4
2026-09-1,01,M01,P37,50.3,86.8,5.5,50.3,False,,15.0
2026-09-1,01,M01,P38,52.7,77.3,2.0,52.7,False,,29.1
2026-09-1,01,M01,P39,63.3,79.3,4.5,63.3,True,CRACK,10.3
2026-09-1,01,M01,P40,66.2,78.3,5.7,66.2,False,,14.5
2026-09-1,01,M01,P41,55.3,71.7,3.5,55.3,False,,17.5
2026-09-1,01,M01,P42,42.1,77.2,5.5,42.1,False,,29.5
2026-09-1,01,M01,P43,61.8,85.9,3.4,61.8,False,,21.2
2026-09-1,01,M01,P44,43.5,82.5,5.2,43.5,False,,25.8
2026-09-1,01,M01,P45,68.4,74.2,3.9,68.4,False,,16.8
2026-09-1,01,M01,P46,49.8,79.7,2.2,49.8,False,,20.3
2026-09-1,01,M01,P47,60.6,83.8,4.2,60.6,False,,17.3
2026-09-1,01,M01,P48,56.1,83.6,2.9,56.1,False,,29.5
2026-09-1,01,M01,P49,62.9,85.6,3.8,62.9,False,,24.6
2026-09-1,01,M01,P50,48.0,77.3,4.0,48.0,False,,14.2
2026-09-1,01,M01,P51,51.7,81.9,,51.7,False,,18.7
2026-09-1,01,M01,P52,58.3,77.9,2.3,58.3,False,,28.8
2026-09-1,01,M01,P53,65.5,71.1,4.3,65.5,False,,13.9
2026-09-1,01,M01,P54,44.0,71.6,2.1,44.0,False,,23.9
2026-09-1,01,M01,P55,68.6,88.3,4.6,68.6,False,,14.5
2026-09-1,01,M01,P56,69.4,71.0,5.3,69.4,False,,29.9
2026-09-1,01,M01,P57,56.7,70.5,5.6,56.7,False,,24.9
2026-09-1,01,M01,P58,67.4,76.2,4.9,67.4,True,WELDING,25.6
2026-09-1,01,M01,P59,66.3,74.0,4.1,66.3,True,LOOSE,27.9
2026-09-1,01,M01,P60,58.0,87.2,2.9,58.0,False,,17.4
2026-09-1,01,M01,P61,56.7,78.7,4.1,56.7,False,,21.1
2026-09-1,01,M01,P62,41.1,83.8,4.4,41.1,False,,26.2
2026-09-1,01,M01,P63,49.9,76.9,5.5,49.9,False,,12.3
2026-09-1,01,M01,P64,53.0,79.4,3.7,53.0,False,,24.4
2026-09-1,01,M01,P65,45.3,89.1,3.9,45.3,True,CRACK,29.1
2026-09-1,01,M01,P66,41.3,85.1,2.9,41.3,False,,19.7
2026-09-1,01,M01,P67,67.9,78.4,4.5,67.9,False,,16.4
2026-09-1,01,M01,P68,42.5,80.1,,42.5,False,,25.5
2026-09-1,01,M01,P69,69.7,86.8,5.4,69.7,False,,20.3
2026-09-1,01,M01,P70,50.8,87.0,3.4,50.8,False,,16.1
2026-09-1,01,M01,P71,50.7,89.3,3.0,50.7,True,PRESSURE,10.3
2026-09-1,01,M01,P72,56.6,78.8,4.1,56.6,False,,22.2
2026-09-1,01,M01,P73,47.2,79.6,4.2,47.2,False,,26.4
2026-09-1,01,M01,P74,62.9,85.3,2.1,62.9,False,,23.5
2026-09-1,01,M01,P75,59.4,74.2,3.3,59.4,False,,29.9
2026-09-1,01,M01,P76,49.6,77.7,,49.6,False,,21.3
2026-09-1,01,M01,P77,65.5,78.3,,65.5,False,,25.9
2026-09-1,01,M01,P78,42.0,85.0,3.3,42.0,False,,12.3
2026-09-1,01,M01,P79,64.9,76.2,,64.9,False,,22.9
2026-09-1,01,M01,P80,45.7,72.0,3.5,45.7,False,,23.3
2026-09-1,01,M01,P81,67.5,88.3,,67.5,False,,19.1
2026-09-1,01,M01,P82,49.0,76.3,5.6,49.0,False,,13.4
2026-09-1,01,M01,P83,49.7,78.1,5.5,49.7,False,,19.1
2026-09-1,01,M01,P84,50.0,75.6,3.5,50.0,False,,20.5
2026-09-1,01,M01,P85,65.4,80.8,2.6,65.4,False,,15.0
2026-09-1,01,M01,P86,56.0,77.6,5.3,56.0,False,,25.0
2026-09-1,01,M01,P87,60.6,75.9,3.4,60.6,False,,28.7
2026-09-1,01,M01,P88,67.3,75.9,2.8,67.3,False,,27.0
2026-09-1,01,M01,P89,62.5,72.3,4.4,62.5,False,,13.8
2026-09-1,01,M01,P90,41.3,71.1,,41.3,False,,15.3
2026-09-1,01,M01,P91,44.7,86.7,,44.7,False,,14.6
2026-09-1,01,M01,P92,49.4,78.2,5.3,49.4,False,,29.3
2026-09-1,01,M01,P93,64.9,79.3,3.7,64.9,False,,28.7
2026-09-1,01,M01,P94,62.0,89.1,,62.0,False,,18.7
2026-09-1,01,M01,P95,65.2,74.7,5.3,65.2,False,,26.6
2026-09-1,01,M01,P96,59.2,70.6,4.8,59.2,False,,27.1
2026-09-1,01,M01,P97,66.0,81.7,4.6,66.0,False,,28.7
2026-09-1,01,M01,P98,51.0,87.2,2.4,51.0,False,,20.3
2026-09-1,01,M01,P99,41.7,90.0,2.3,41.7,False,,21.5
2026-09-1,01,M01,P100,49.7,77.7,4.5,49.7,False,,10.4
2026-09-1,01,M01,P101,47.2,73.3,4.5,47.2,False,,15.3
2026-09-1,01,M01,P102,64.5,83.8,2.1,64.5,False,,10.2
2026-09-1,01,M01,P103,49.3,77.4,2.9,49.3,False,,26.8
2026-09-1,01,M01,P104,50.8,70.9,3.5,50.8,False,,12.4
2026-09-1,01,M01,P105,65.1,78.2,,65.1,False,,12.2
2026-09-1,01,M01,P106,45.2,74.1,3.8,45.2,False,,19.9
2026-09-1,01,M01,P107,57.6,78.5,4.2,57.6,False,,22.7
2026-09-1,01,M01,P108,50.9,74.6,5.8,50.9,False,,10.7
2026-09-1,01,M01,P109,49.2,85.2,5.2,49.2,False,,29.0
2026-09-1,01,M01,P110,66.3,85.8,5.2,66.3,False,,17.3
2026-09-1,01,M01,P111,46.9,81.0,4.6,46.9,False,,14.9
2026-09-1,01,M01,P112,69.1,88.1,5.8,69.1,False,,25.4
2026-09-1,01,M01,P113,52.4,82.7,5.9,52.4,False,,21.6
2026-09-1,01,M01,P114,58.8,83.3,5.1,58.8,True,PRESSURE,26.4
2026-09-1,01,M01,P115,43.8,78.9,4.2,43.8,True,LOOSE,24.4
2026-09-1,01,M01,P116,45.8,88.1,4.0,45.8,False,,24.0
2026-09-1,01,M01,P117,50.6,83.2,2.1,50.6,False,,27.6
2026-09-1,01,M01,P118,50.8,82.0,4.0,50.8,False,,20.5
2026-09-1,01,M01,P119,66.9,73.5,4.3,66.9,False,,11.1
2026-09-1,01,M01,P120,67.9,71.6,2.5,67.9,False,,26.7
2026-09-1,01,M01,P121,50.2,72.8,2.3,50.2,False,,23.1
2026-09-1,01,M01,P122,41.3,70.6,2.5,41.3,False,,10.6
2026-09-1,01,M01,P123,63.2,77.0,2.3,63.2,False,,13.4
2026-09-1,01,M01,P124,45.2,86.3,4.4,45.2,False,,17.3
2026-09-1,01,M01,P125,61.5,77.2,5.1,61.5,False,,24.2
2026-09-1,01,M01,P126,62.0,89.9,2.3,62.0,False,,24.0
2026-09-1,01,M01,P127,53.8,85.0,4.6,53.8,False,,12.8
2026-09-1,01,M01,P128,55.1,76.6,3.1,55.1,False,,24.8
2026-09-1,01,M01,P129,63.4,86.5,5.6,63.4,False,,29.0
2026-09-1,01,M01,P130,69.3,79.0,5.0,69.3,False,,25.3
2026-09-1,01,M01,P131,61.0,86.8,3.6,61.0,False,,25.4
2026-09-1,01,M01,P132,60.6,73.4,2.1,60.6,False,,20.5
2026-09-1,01,M01,P133,47.4,82.4,4.9,47.4,False,,14.7
2026-09-1,01,M01,P134,57.8,87.9,4.6,57.8,False,,17.3
2026-09-1,01,M01,P135,54.3,77.3,3.3,54.3,False,,25.4
2026-09-1,01,M01,P136,54.2,87.3,4.3,54.2,False,,26.9
2026-09-1,01,M01,P137,58.9,81.5,2.4,58.9,False,,21.8
2026-09-1,01,M01,P138,53.4,71.2,2.5,53.4,True,CRACK,25.3
2026-09-1,01,M01,P139,41.1,72.0,5.9,41.1,False,,21.6
2026-09-1,01,M01,P140,61.1,89.0,6.0,61.1,True,LOOSE,17.5
2026-09-1,01,M01,P141,48.6,75.8,,48.6,False,,14.0
2026-09-1,01,M01,P142,55.2,74.9,,55.2,False,,12.5
2026-09-1,01,M01,P143,60.6,76.2,4.7,60.6,False,,10.8
2026-09-1,01,M01,P144,49.0,72.2,2.6,49.0,False,,17.8
2026-09-1,01,M01,P145,50.3,71.5,2.5,50.3,False,,27.9
2026-09-1,01,M01,P146,44.5,80.5,2.3,44.5,False,,28.0
2026-09-1,01,M01,P147,43.3,82.6,5.0,43.3,False,,12.1
2026-09-1,01,M01,P148,53.3,79.1,,53.3,False,,20.4
2026-09-1,01,M01,P149,65.9,77.6,4.8,65.9,False,,16.8
2026-09-1,01,M01,P150,58.4,74.7,5.6,58.4,False,,21.4
2026-09-1,01,M01,P151,60.2,78.4,5.6,60.2,False,,27.1
2026-09-1,01,M01,P152,52.1,87.9,5.3,52.1,False,,20.9
2026-09-1,01,M01,P153,42.8,79.9,3.8,42.8,False,,28.3
2026-09-1,01,M01,P154,67.9,79.1,3.0,67.9,True,WELDING,16.9
2026-09-1,01,M01,P155,58.7,82.0,3.9,58.7,False,,13.2
2026-09-1,01,M01,P156,41.8,79.2,3.4,41.8,False,,13.8
2026-09-1,01,M01,P157,64.8,74.9,,64.8,False,,11.7
2026-09-1,01,M01,P158,40.7,76.1,2.1,40.7,False,,21.8
2026-09-1,01,M01,P159,66.3,77.8,4.8,66.3,False,,22.5
2026-09-1,01,M01,P160,61.1,88.1,,61.1,False,,20.0
2026-09-1,01,M01,P161,41.4,84.3,4.4,41.4,False,,11.0
2026-09-1,01,M01,P162,49.1,75.3,3.2,49.1,True,WELDING,17.8
2026-09-1,01,M01,P163,46.9,77.6,5.5,46.9,False,,26.8
2026-09-1,01,M01,P164,46.6,88.2,4.9,46.6,False,,22.9
2026-09-1,01,M01,P165,45.4,78.7,5.1,45.4,False,,20.7
2026-09-1,01,M01,P166,66.7,72.4,2.4,66.7,False,,16.0
2026-09-1,01,M01,P167,51.4,76.6,5.0,51.4,False,,29.5
2026-09-1,01,M01,P168,52.8,75.4,,52.8,False,,26.3
2026-09-1,01,M01,P169,57.7,88.0,5.1,57.7,False,,20.6
2026-09-1,01,M01,P170,45.3,75.5,4.8,45.3,False,,18.2
2026-09-1,01,M01,P171,43.2,74.6,,43.2,False,,11.8
2026-09-1,01,M01,P172,51.2,71.1,3.4,51.2,False,,29.7
2026-09-1,01,M01,P173,42.9,71.0,,42.9,False,,12.2
2026-09-1,01,M01,P174,49.7,82.1,4.1,49.7,False,,17.0
2026-09-1,01,M01,P175,58.5,88.0,4.3,58.5,False,,17.5
2026-09-1,01,M01,P176,44.9,73.2,4.9,44.9,False,,19.8
2026-09-1,01,M01,P177,47.9,82.2,5.0,47.9,False,,11.2
2026-09-1,01,M01,P178,68.1,71.2,3.1,68.1,False,,12.6
2026-09-1,01,M01,P179,52.8,79.2,3.3,52.8,False,,28.7
2026-09-1,01,M01,P180,55.7,72.2,4.7,55.7,True,CRACK,23.2
2026-09-1,01,M01,P181,53.0,83.1,2.4,53.0,False,,18.1
2026-09-1,01,M01,P182,58.1,74.0,,58.1,False,,26.8
2026-09-1,01,M01,P183,68.2,85.2,4.4,68.2,True,WELDING,29.1
2026-09-1,01,M01,P184,52.2,73.1,5.5,52.2,False,,21.6
2026-09-1,01,M01,P185,63.0,75.6,2.9,63.0,False,,29.5
2026-09-1,01,M01,P186,50.1,76.0,2.6,50.1,False,,10.3
2026-09-1,01,M01,P187,54.8,89.1,5.1,54.8,False,,12.5
2026-09-1,01,M01,P188,67.4,89.0,3.9,67.4,False,,21.6
2026-09-1,01,M01,P189,61.8,82.1,5.1,61.8,False,,10.1
2026-09-1,01,M01,P190,53.6,73.2,5.1,53.6,False,,20.4
2026-09-1,01,M01,P191,45.6,71.3,,45.6,False,,24.2
2026-09-1,01,M01,P192,47.0,79.8,2.8,47.0,False,,26.2
2026-09-1,01,M01,P193,45.2,73.3,4.0,45.2,True,LOOSE,30.0
2026-09-1,01,M01,P194,46.8,81.3,3.9,46.8,False,,10.1
2026-09-1,01,M01,P195,60.6,81.3,5.1,60.6,False,,23.6
2026-09-1,01,M01,P196,57.0,87.2,,57.0,False,,12.3
2026-09-1,01,M01,P197,53.3,86.2,4.4,53.3,False,,10.9
2026-09-1,01,M01,P198,63.8,84.1,3.1,63.8,True,WELDING,29.4
2026-09-1,01,M01,P199,67.0,77.7,3.2,67.0,False,,14.7
2026-09-1,01,M01,P200,55.6,85.0,2.3,55.6,False,,17.1
2026-09-1,01,M01,P201,68.8,77.7,,68.8,False,,27.6
2026-09-1,01,M01,P202,65.2,79.8,5.2,65.2,False,,22.8
2026-09-1,01,M01,P203,59.0,73.7,4.8,59.0,False,,14.5
2026-09-1,01,M01,P204,63.8,84.0,2.8,63.8,False,,18.8
2026-09-1,01,M01,P205,61.2,72.3,5.6,61.2,False,,10.7
2026-09-1,01,M01,P206,49.1,77.2,3.9,49.1,False,,28.1
2026-09-1,01,M01,P207,66.5,77.0,3.7,66.5,False,,21.7
2026-09-1,01,M01,P208,60.1,73.1,,60.1,False,,19.9
2026-09-1,01,M01,P209,67.0,79.5,5.9,67.0,False,,27.4
2026-09-1,01,M01,P210,49.4,88.0,3.0,49.4,False,,27.8
2026-09-1,01,M01,P211,46.1,81.9,5.5,46.1,False,,26.3
2026-09-1,01,M01,P212,52.4,74.4,5.1,52.4,True,LOOSE,30.0
2026-09-1,01,M01,P213,58.8,86.8,3.3,58.8,False,,13.9
2026-09-1,01,M01,P214,56.0,70.4,,56.0,False,,14.2
2026-09-1,01,M01,P215,55.1,74.3,4.1,55.1,True,LOOSE,24.9
2026-09-1,01,M01,P216,45.5,82.8,4.6,45.5,False,,16.9
2026-09-1,01,M01,P217,42.3,73.1,5.1,42.3,False,,21.2
2026-09-1,01,M01,P218,48.6,87.7,2.1,48.6,False,,18.6
2026-09-1,01,M01,P219,50.4,77.6,2.2,50.4,False,,11.1
2026-09-1,01,M01,P220,44.9,89.1,4.3,44.9,False,,13.9
2026-09-1,01,M01,P221,46.5,89.2,3.1,46.5,False,,14.7
2026-09-1,01,M01,P222,47.9,82.1,2.9,47.9,False,,23.0
2026-09-1,01,M01,P223,58.7,86.7,,58.7,False,,11.4
2026-09-1,01,M01,P224,47.1,72.0,2.2,47.1,True,WELDING,18.2
2026-09-1,01,M01,P225,47.0,74.6,2.3,47.0,False,,10.2
2026-09-1,01,M01,P226,41.0,80.7,3.0,41.0,False,,29.7
2026-09-1,01,M01,P227,40.7,89.5,3.6,40.7,False,,13.2
2026-09-1,01,M01,P228,46.9,89.1,2.5,46.9,False,,28.5
2026-09-1,01,M01,P229,40.7,83.7,5.1,40.7,False,,11.7
2026-09-1,01,M01,P230,50.8,86.1,4.6,50.8,False,,15.2
2026-09-1,01,M01,P231,67.1,86.8,5.4,67.1,False,,28.8
2026-09-1,01,M01,P232,46.1,87.7,4.1,46.1,False,,12.1
2026-09-1,01,M01,P233,58.9,73.7,4.7,58.9,False,,13.5
2026-09-1,01,M01,P234,52.9,73.9,2.3,52.9,False,,28.3
2026-09-1,01,M01,P235,47.6,86.8,5.3,47.6,False,,22.9
2026-09-1,01,M01,P236,63.7,78.1,4.1,63.7,False,,17.4
2026-09-1,01,M01,P237,45.3,70.6,,45.3,False,,18.9
2026-09-1,01,M01,P238,61.6,72.8,2.2,61.6,False,,24.5
2026-09-1,01,M01,P239,45.5,70.5,3.1,45.5,False,,18.0
2026-09-1,01,M01,P240,52.4,82.1,3.2,52.4,False,,25.9
2026-09-1,01,M01,P241,63.0,77.3,5.0,63.0,False,,21.3
2026-09-1,01,M01,P242,46.2,73.5,3.2,46.2,False,,12.0
2026-09-1,01,M01,P243,40.4,83.4,5.7,40.4,False,,25.1
2026-09-1,01,M01,P244,64.1,74.0,5.4,64.1,False,,14.3
2026-09-1,01,M01,P245,49.7,79.9,5.2,49.7,False,,18.3
2026-09-1,01,M01,P246,62.1,84.2,2.1,62.1,False,,12.9
2026-09-1,01,M01,P247,64.4,73.3,3.2,64.4,False,,24.7
2026-09-1,01,M01,P248,68.0,89.2,2.3,68.0,False,,28.7
2026-09-1,01,M01,P249,47.8,88.6,4.5,47.8,False,,13.2
2026-09-1,01,M01,P133,47.4,82.4,4.9,47.4,False,,14.7
2026-09-1,01,M01,P13,41.4,76.3,3.8,41.4,True,LOOSE,13.3
2026-09-1,01,M01,P202,65.2,79.8,5.2,65.2,False,,22.8
2026-09-1,01,M01,P144,49.0,72.2,2.6,49.0,False,,17.8
2026-09-1,01,M01,P86,56.0,77.6,5.3,56.0,False,,25.0
2026-09-1,01,M01,P102,64.5,83.8,2.1,64.5,False,,10.2
2026-09-1,01,M01,P163,46.9,77.6,5.5,46.9,False,,26.8
2026-09-1,01,M01,P9,68.7,84.7,4.1,68.7,True,WELDING,22.5
2026-09-1,01,M01,P247,64.4,73.3,3.2,64.4,False,,24.7
2026-09-1,01,M01,P168,52.8,75.4,3.3,52.8,False,,26.3
2026-09-1,01,M01,P116,45.8,88.1,4.0,45.8,False,,24.0
2026-09-1,02,M02,P0,63.5,77.2,3.2,63.5,False,,21.6
2026-09-1,02,M02,P1,53.9,75.3,5.1,53.9,False,,12.4
2026-09-1,02,M02,P2,49.1,80.5,5.2,49.1,True,LOOSE,25.7
2026-09-1,02,M02,P3,57.6,86.1,3.0,57.6,False,,11.1
2026-09-1,02,M02,P4,60.9,78.8,3.9,60.9,False,,20.4
2026-09-1,02,M02,P5,53.8,80.6,3.6,53.8,False,,19.7
2026-09-1,02,M02,P6,50.1,86.4,2.2,50.1,False,,26.2
2026-09-1,02,M02,P7,46.4,80.9,2.3,46.4,False,,18.6
2026-09-1,02,M02,P8,40.9,73.7,4.8,40.9,False,,29.6
2026-09-1,02,M02,P9,57.8,76.9,2.2,57.8,False,,20.7
2026-09-1,02,M02,P10,68.5,77.4,3.7,68.5,False,,21.4
2026-09-1,02,M02,P11,41.4,73.2,5.4,41.4,False,,29.5
2026-09-1,02,M02,P12,60.4,82.4,3.3,60.4,False,,14.7
2026-09-1,02,M02,P13,56.3,78.2,2.9,56.3,False,,28.8
2026-09-1,02,M02,P14,42.0,73.2,5.5,42.0,False,,21.3
2026-09-1,02,M02,P15,51.2,71.2,4.5,51.2,False,,13.5
2026-09-1,02,M02,P16,54.1,74.5,4.4,54.1,False,,16.2
2026-09-1,02,M02,P17,51.5,85.4,5.1,51.5,True,LOOSE,14.5
2026-09-1,02,M02,P18,42.6,79.3,2.3,42.6,False,,16.8
2026-09-1,02,M02,P19,64.6,78.4,5.3,64.6,False,,13.3
2026-09-1,02,M02,P20,58.3,85.4,3.8,58.3,False,,19.5
2026-09-1,02,M02,P21,57.8,88.5,4.4,57.8,False,,21.1
2026-09-1,02,M02,P22,54.0,72.5,4.6,54.0,False,,18.2
2026-09-1,02,M02,P23,41.1,83.3,3.5,41.1,False,,24.4
2026-09-1,02,M02,P24,63.3,84.1,2.4,63.3,False,,10.2
2026-09-1,02,M02,P25,47.0,79.0,5.3,47.0,False,,22.9
2026-09-1,02,M02,P26,61.1,73.8,2.2,61.1,False,,22.3
