timestamp,line_id,machine_id,product_id,cycle_time,temperature,pressure,production_time,defect,defect_type,energy_consuption
2026-09-26,01,M01,P0,62.3,85.9,3.2,62.3,False,,21.3
2026-09-26,01,M01,P1,69.2,72.2,5.7,69.2,False,,17.4
2026-09-26,01,M01,P2,41.4,87.9,2.6,41.4,True,LOOSE,24.0
2026-09-26,01,M01,P3,64.0,76.4,5.2,64.0,False,,13.3
2026-09-26,01,M01,P4,46.1,75.3,3.5,46.1,False,,28.4
2026-09-26,01,M01,P5,42.1,85.8,3.1,42.1,False,,29.1
2026-09-26,01,M01,P6,53.8,85.8,5.0,53.8,False,,26.4
2026-09-26,01,M01,P7,55.2,70.8,2.8,55.2,False,,16.8
2026-09-26,01,M01,P8,68.4,77.6,4.0,68.4,False,,28.7
2026-09-26,01,M01,P9,57.7,70.0,2.4,57.7,False,,24.0
2026-09-26,01,M01,P10,48.8,80.1,5.1,48.8,False,,27.7
2026-09-26,01,M01,P11,45.6,77.5,4.6,45.6,False,,25.6
2026-09-26,01,M01,P12,57.4,76.9,4.0,57.4,False,,16.8
2026-09-26,01,M01,P13,50.5,80.9,2.6,50.5,False,,11.2
2026-09-26,01,M01,P14,54.9,88.4,5.0,54.9,False,,18.8
2026-09-26,01,M01,P15,54.6,73.3,2.6,54.6,False,,17.2
2026-09-26,01,M01,P16,52.7,75.3,5.7,52.7,False,,14.7
2026-09-26,01,M01,P17,66.2,75.2,3.4,66.2,False,,22.1
2026-09-26,01,M01,P18,69.0,80.7,4.1,69.0,False,,20.5
2026-09-26,01,M01,P19,53.8,82.1,4.5,53.8,False,,28.8
2026-09-26,01,M01,P20,42.2,82.7,3.3,42.2,False,,13.0
2026-09-26,01,M01,P21,50.6,79.9,,50.6,False,,19.6
2026-09-26,01,M01,P22,56.8,85.2,3.7,56.8,False,,18.5
2026-09-26,01,M01,P23,53.1,88.8,3.0,53.1,False,,19.9
2026-09-26,01,M01,P24,51.8,84.6,2.9,51.8,False,,10.3
2026-09-26,01,M01,P25,68.3,70.5,2.5,68.3,False,,19.4
