timestamp,line_id,machine_id,product_id,cycle_time,temperature,pressure,production_time,defect,defect_type,energy_consuption
2026-09-18,01,M01,P0,46.4,83.1,3.2,46.4,False,,16.8
2026-09-18,01,M01,P1,68.3,72.9,,68.3,False,,17.1
2026-09-18,01,M01,P2,63.7,80.5,2.7,63.7,False,,21.8
2026-09-18,01,M01,P3,64.0,83.7,2.3,64.0,False,,18.7
2026-09-18,01,M01,P4,66.1,84.6,,66.1,False,,27.0
2026-09-18,01,M01,P5,64.4,80.3,5.7,64.4,False,,17.5
2026-09-18,01,M01,P6,50.1,71.6,2.2,50.1,True,CRACK,28.8
2026-09-18,01,M01,P7,49.5,82.3,5.6,49.5,False,,23.1
2026-09-18,01,M01,P8,63.1,80.1,,63.1,False,,19.7
2026-09-18,01,M01,P9,55.3,78.2,2.2,55.3,False,,21.9
2026-09-18,01,M01,P10,54.4,73.9,5.8,54.4,False,,15.3
2026-09-18,01,M01,P11,42.3,83.2,5.2,42.3,False,,18.6
2026-09-18,01,M01,P12,47.4,71.1,5.6,47.4,False,,27.9
2026-09-18,01,M01,P13,51.2,75.8,,51.2,False,,14.3
2026-09-18,01,M01,P14,43.8,79.4,3.9,43.8,False,,13.0
2026-09-18,01,M01,P15,62.4,74.0,,62.4,False,,21.4
2026-09-18,01,M01,P16,41.7,81.9,,41.7,False,,25.5
2026-09-18,01,M01,P17,64.9,79.3,3.5,64.9,False,,13.8
2026-09-18,01,M01,P18,53.7,82.0,4.9,53.7,False,,13.4
2026-09-18,01,M01,P19,43.9,80.3,3.4,43.9,True,PRESSURE,10.3
2026-09-18,01,M01,P20,40.9,83.5,2.2,40.9,False,,28.6
2026-09-18,01,M01,P21,62.1,88.5,4.8,62.1,False,,26.8
2026-09-18,01,M01,P22,60.0,70.3,2.1,60.0,False,,24.3
2026-09-18,01,M01,P23,57.7,89.0,,57.7,False,,28.5
2026-09-18,01,M01,P24,48.5,79.8,5.1,48.5,False,,20.7
2026-09-18,01,M01,P25,48.4,73.4,,48.4,False,,13.4
2026-09-18,01,M01,P26,45.1,77.2,3.2,45.1,False,,27.9
2026-09-18,01,M01,P27,48.3,88.4,5.0,48.3,True,WELDING,11.0
2026-09-18,01,M01,P28,46.6,85.7,5.0,46.6,False,,19.2
2026-09-18,01,M01,P29,49.9,72.4,2.2,49.9,False,,11.8
2026-09-18,01,M01,P30,47.7,76.3,4.4,47.7,True,WELDING,22.1
2026-09-18,01,M01,P31,44.2,89.6,4.4,44.2,False,,27.6
2026-09-18,01,M01,P32,63.9,84.3,2.7,63.9,False,,22.3
2026-09-18,01,M01,P33,47.7,76.8,2.8,47.7,False,,17.6
2026-09-18,01,M01,P34,58.9,74.6,4.1,58.9,False,,28.1
2026-09-18,01,M01,P35,67.0,86.7,2.7,67.0,False,,21.0
2026-09-18,01,M01,P36,55.6,88.0,3.0,55.6,False,,24.7
2026-09-18,01,M01,P37,67.0,75.5,5.5,67.0,False,,13.9
2026-09-18,01,M01,P38,57.7,71.0,4.2,57.7,False,,28.4
2026-09-18,01,M01,P39,45.5,87.3,5.4,45.5,True,PRESSURE,22.4
2026-09-18,01,M01,P40,56.9,72.4,2.1,56.9,False,,21.1
2026-09-18,01,M01,P41,64.1,84.8,2.5,64.1,False,,11.7
2026-09-18,01,M01,P42,50.1,80.7,5.8,50.1,False,,18.0
2026-09-18,01,M01,P43,63.0,80.3,,63.0,False,,24.7
2026-09-18,01,M01,P44,61.2,86.1,,61.2,False,,23.6
2026-09-18,01,M01,P45,42.5,71.8,,42.5,False,,29.0
2026-09-18,01,M01,P46,40.7,76.2,4.9,40.7,False,,20.3
2026-09-18,01,M01,P47,56.1,73.2,2.6,56.1,False,,20.7
2026-09-18,01,M01,P48,45.1,76.7,2.1,45.1,False,,23.6
2026-09-18,01,M01,P49,50.3,71.2,3.7,50.3,False,,19.9
2026-09-18,01,M01,P50,40.5,85.7,3.0,40.5,False,,21.3
2026-09-18,01,M01,P51,66.2,70.8,5.0,66.2,False,,15.0
2026-09-18,01,M01,P52,47.9,83.2,5.1,47.9,False,,15.1
2026-09-18,01,M01,P53,65.8,75.7,5.5,65.8,False,,12.9
2026-09-18,01,M01,P54,58.5,79.3,2.5,58.5,False,,14.1
2026-09-18,01,M01,P55,65.3,87.6,5.8,65.3,False,,22.6
2026-09-18,01,M01,P56,67.7,86.3,4.3,67.7,False,,25.8
2026-09-18,01,M01,P57,54.1,83.6,5.6,54.1,False,,22.4
2026-09-18,01,M01,P58,46.1,73.3,2.9,46.1,False,,16.7
2026-09-18,01,M01,P59,42.4,87.9,3.3,42.4,False,,28.5
2026-09-18,01,M01,P60,59.1,72.3,5.1,59.1,False,,12.8
2026-09-18,01,M01,P61,52.8,87.6,,52.8,False,,16.7
2026-09-18,01,M01,P62,64.6,82.9,4.5,64.6,False,,29.6
2026-09-18,01,M01,P63,46.5,87.7,4.0,46.5,False,,24.3
2026-09-18,01,M01,P64,43.9,79.6,2.6,43.9,False,,21.4
2026-09-18,01,M01,P65,40.8,79.5,4.7,40.8,True,CRACK,30.0
2026-09-18,01,M01,P66,60.8,72.6,3.3,60.8,False,,29.0
2026-09-18,01,M01,P67,47.5,77.8,6.0,47.5,False,,28.0
2026-09-18,01,M01,P68,46.5,73.7,4.8,46.5,False,,18.4
2026-09-18,01,M01,P69,48.3,73.8,2.1,48.3,True,PRESSURE,18.6
2026-09-18,01,M01,P70,59.6,88.0,3.6,59.6,True,WELDING,12.4
2026-09-18,01,M01,P71,55.1,86.0,6.0,55.1,False,,10.5
2026-09-18,01,M01,P72,57.0,83.4,,57.0,False,,19.4
2026-09-18,01,M01,P73,59.7,70.3,,59.7,False,,19.8
2026-09-18,01,M01,P74,42.2,84.1,3.3,42.2,True,CRACK,23.2
2026-09-18,01,M01,P75,49.5,86.5,,49.5,False,,16.1
2026-09-18,01,M01,P76,66.9,73.3,3.6,66.9,False,,21.7
2026-09-18,01,M01,P77,66.4,77.7,2.4,66.4,False,,15.1
2026-09-18,01,M01,P78,64.7,79.9,4.4,64.7,False,,12.7
2026-09-18,01,M01,P79,54.4,79.1,5.0,54.4,False,,18.9
2026-09-18,01,M01,P80,46.4,86.9,3.4,46.4,False,,14.4
2026-09-18,01,M01,P81,46.3,79.0,5.4,46.3,False,,12.7
2026-09-18,01,M01,P82,67.2,74.6,4.4,67.2,False,,22.3
2026-09-18,01,M01,P83,47.3,86.0,5.2,47.3,False,,21.3
2026-09-18,01,M01,P84,43.2,84.5,3.3,43.2,False,,12.4
2026-09-18,01,M01,P85,45.7,84.9,,45.7,False,,16.8
2026-09-18,01,M01,P86,65.0,89.8,4.3,65.0,False,,18.5
2026-09-18,01,M01,P87,55.7,74.7,4.1,55.7,False,,10.8
2026-09-18,01,M01,P88,41.0,74.7,2.9,41.0,False,,26.3
2026-09-18,01,M01,P89,59.3,83.7,4.5,59.3,False,,23.5
2026-09-18,01,M01,P90,47.1,77.0,3.1,47.1,False,,20.0
2026-09-18,01,M01,P91,64.7,88.6,3.7,64.7,False,,23.9
2026-09-18,01,M01,P92,64.9,82.2,2.7,64.9,False,,25.1
2026-09-18,01,M01,P93,69.0,76.7,3.1,69.0,True,WELDING,10.9
2026-09-18,01,M01,P94,46.7,75.0,2.2,46.7,False,,26.5
2026-09-18,01,M01,P95,57.4,76.9,4.7,57.4,True,CRACK,19.7
2026-09-18,01,M01,P96,57.0,74.4,3.4,57.0,False,,26.2
2026-09-18,01,M01,P97,58.8,82.8,4.1,58.8,False,,16.2
2026-09-18,01,M01,P98,51.9,81.2,4.9,51.9,False,,19.6
2026-09-18,01,M01,P99,50.4,87.5,5.4,50.4,False,,15.7
2026-09-18,01,M01,P100,44.7,89.9,5.0,44.7,False,,15.4
2026-09-18,01,M01,P101,53.4,79.0,5.4,53.4,False,,10.9
2026-09-18,01,M01,P102,60.8,77.4,4.6,60.8,False,,17.1
2026-09-18,01,M01,P103,43.3,89.2,,43.3,False,,18.0
2026-09-18,01,M01,P104,53.0,75.1,,53.0,False,,24.6
2026-09-18,01,M01,P105,68.2,83.9,4.2,68.2,False,,22.3
2026-09-18,01,M01,P106,58.1,74.4,3.6,58.1,False,,16.9
2026-09-18,01,M01,P107,48.1,85.9,5.7,48.1,False,,12.4
2026-09-18,01,M01,P108,45.0,89.5,4.1,45.0,False,,17.3
2026-09-18,01,M01,P109,41.3,75.5,4.4,41.3,False,,26.9
2026-09-18,01,M01,P110,48.3,73.1,3.2,48.3,False,,24.7
2026-09-18,01,M01,P111,68.0,79.2,2.4,68.0,False,,28.0
2026-09-18,01,M01,P112,56.7,79.3,4.7,56.7,True,LOOSE,20.0
2026-09-18,01,M01,P113,51.4,75.9,2.6,51.4,False,,25.2
2026-09-18,01,M01,P114,65.8,88.3,2.9,65.8,False,,17.3
2026-09-18,01,M01,P115,53.5,86.0,2.2,53.5,False,,22.2
2026-09-18,01,M01,P116,53.1,85.1,5.2,53.1,False,,24.8
2026-09-18,01,M01,P117,64.1,76.7,3.3,64.1,False,,21.9
2026-09-18,01,M01,P118,64.2,80.0,3.2,64.2,False,,26.8
2026-09-18,01,M01,P119,51.2,89.9,4.9,51.2,False,,19.7
2026-09-18,01,M01,P120,68.2,73.9,4.7,68.2,False,,11.0
2026-09-18,01,M01,P121,58.0,89.4,4.9,58.0,False,,25.3
2026-09-18,01,M01,P122,63.4,81.5,2.3,63.4,False,,17.4
2026-09-18,01,M01,P123,63.7,71.1,4.7,63.7,False,,24.4
2026-09-18,01,M01,P124,43.7,75.0,5.8,43.7,False,,15.7
2026-09-18,01,M01,P125,68.3,88.4,,68.3,False,,19.3
2026-09-18,01,M01,P126,45.8,75.0,4.3,45.8,True,CRACK,16.7
2026-09-18,01,M01,P127,41.9,82.6,2.1,41.9,False,,14.9
2026-09-18,01,M01,P128,65.0,86.9,4.1,65.0,False,,20.9
2026-09-18,01,M01,P129,47.0,77.9,4.3,47.0,False,,12.7
2026-09-18,01,M01,P130,65.5,74.2,4.6,65.5,False,,24.5
2026-09-18,01,M01,P131,42.5,78.8,5.8,42.5,False,,10.6
2026-09-18,01,M01,P132,43.5,71.5,3.1,43.5,False,,21.6
2026-09-18,01,M01,P133,58.6,76.4,5.0,58.6,False,,13.2
2026-09-18,01,M01,P134,47.9,77.5,3.9,47.9,False,,10.1
2026-09-18,01,M01,P135,44.2,72.4,5.3,44.2,True,PRESSURE,26.5
2026-09-18,01,M01,P136,40.3,71.0,2.9,40.3,False,,20.3
2026-09-18,01,M01,P137,64.3,86.7,5.9,64.3,False,,12.7
2026-09-18,01,M01,P138,56.9,84.4,4.3,56.9,False,,12.0
2026-09-18,01,M01,P139,47.8,80.2,5.3,47.8,False,,15.6
2026-09-18,01,M01,P140,62.9,75.4,5.9,62.9,True,LOOSE,24.8
2026-09-18,01,M01,P141,50.7,73.6,4.1,50.7,False,,10.2
2026-09-18,01,M01,P142,48.4,79.7,3.7,48.4,False,,22.5
2026-09-18,01,M01,P143,60.6,85.4,3.2,60.6,False,,11.5
